,night_length,SON_kwh,LED_kwh,smart_A_LED_kwh,smart_B_LED_kwh,smart_C_LED_kwh
216,30676,1.2781666666666667,0.4260555555555555,0.20024611111111107,0.2513727777777778,0.2385911111111111
217,30892,1.2871666666666666,0.4290555555555555,0.2016561111111111,0.25314277777777777,0.24027111111111113
218,31111,1.2962916666666666,0.4320972222222222,0.20308569444444444,0.2549373611111111,0.24197444444444446
219,31332,1.3054999999999999,0.43516666666666665,0.2045283333333333,0.25674833333333336,0.24369333333333335
220,31554,1.3147499999999999,0.43825,0.20597749999999995,0.25856749999999995,0.24541999999999997
221,31777,1.3240416666666666,0.44134722222222217,0.20743319444444444,0.2603948611111111,0.24715444444444443
222,32004,1.3335,0.44449999999999995,0.208915,0.26225499999999996,0.24891999999999997
223,32230,1.3429166666666665,0.44763888888888886,0.21039027777777775,0.26410694444444444,0.2506777777777778
224,32459,1.3524583333333333,0.4508194444444444,0.21188513888888888,0.2659834722222222,0.2524588888888889
225,32690,1.3620833333333333,0.45402777777777775,0.21339305555555554,0.26787638888888887,0.2542555555555555
226,32921,1.3717083333333333,0.45723611111111107,0.2149009722222222,0.2697693055555555,0.25605222222222224
227,33154,1.3814166666666665,0.46047222222222217,0.21642194444444443,0.2716786111111111,0.2578644444444444
228,33388,1.3911666666666667,0.4637222222222222,0.21794944444444445,0.2735961111111111,0.25968444444444444
229,33623,1.4009583333333333,0.4669861111111111,0.2194834722222222,0.2755218055555555,0.2615122222222222
230,33859,1.4107916666666667,0.47026388888888887,0.22102402777777774,0.2774556944444444,0.26334777777777774
231,34097,1.4207083333333332,0.47356944444444443,0.22257763888888885,0.2794059722222222,0.2651988888888889
232,34335,1.430625,0.47687499999999994,0.22413124999999995,0.28135625,0.26704999999999995
233,34574,1.4405833333333333,0.4801944444444444,0.22569138888888887,0.2833147222222222,0.26890888888888886
234,34814,1.4505833333333333,0.4835277777777777,0.22725805555555553,0.2852813888888889,0.2707755555555555
235,35055,1.460625,0.48687499999999995,0.22883124999999996,0.28725625,0.27264999999999995
236,35296,1.4706666666666666,0.49022222222222217,0.2304044444444444,0.2892311111111111,0.27452444444444446
237,35540,1.4808333333333332,0.49361111111111106,0.2319972222222222,0.2912305555555555,0.2764222222222222
238,35782,1.4909166666666667,0.4969722222222222,0.23357694444444443,0.2932136111111111,0.2783044444444444
239,36026,1.5010833333333333,0.500361111111111,0.2351697222222222,0.29521305555555555,0.28020222222222224
240,36270,1.51125,0.5037499999999999,0.2367625,0.2972125,0.28209999999999996
241,36516,1.5214999999999999,0.5071666666666667,0.2383683333333333,0.2992283333333333,0.28401333333333334
242,36762,1.53175,0.5105833333333333,0.23997416666666663,0.30124416666666665,0.28592666666666666
243,37008,1.542,0.514,0.24158,0.30326,0.28784
244,37254,1.55225,0.5174166666666666,0.24318583333333332,0.3052758333333333,0.2897533333333333
245,37500,1.5625,0.5208333333333333,0.24479166666666663,0.30729166666666663,0.29166666666666663
246,37748,1.5728333333333333,0.5242777777777777,0.24641055555555552,0.30932388888888884,0.29359555555555555
247,37996,1.5831666666666666,0.5277222222222222,0.2480294444444444,0.31135611111111106,0.29552444444444437
248,38244,1.5935,0.5311666666666667,0.2496483333333333,0.31338833333333327,0.2974533333333333
249,38493,1.603875,0.5346249999999999,0.25127374999999996,0.3154287499999999,0.29938999999999993
250,38741,1.6142083333333332,0.5380694444444444,0.25289263888888885,0.3174609722222222,0.3013188888888889
251,38990,1.6245833333333333,0.5415277777777777,0.2545180555555555,0.31950138888888885,0.3032555555555555
252,39240,1.635,0.5449999999999999,0.25615,0.32154999999999995,0.3051999999999999
253,39490,1.6454166666666665,0.5484722222222221,0.2577819444444444,0.3235986111111111,0.30714444444444444
254,39739,1.6557916666666666,0.5519305555555555,0.25940736111111107,0.32563902777777776,0.3090811111111111
255,39990,1.66625,0.5554166666666667,0.2610458333333333,0.3276958333333333,0.3110333333333333
256,40240,1.6766666666666665,0.5588888888888889,0.2626777777777778,0.32974444444444445,0.31297777777777774
257,40491,1.687125,0.562375,0.26431625,0.33180124999999994,0.31493
258,40741,1.6975416666666665,0.5658472222222222,0.2659481944444444,0.3338498611111111,0.31687444444444446
259,40991,1.7079583333333332,0.5693194444444444,0.2675801388888889,0.33589847222222224,0.31881888888888893
